sample_index,generation_index,cluster_family_index,ne_cluster,te_cluster,t_idx,t_s
1660,1660,3,3,3,6,0.1
1661,1661,4,4,4,6,0.1
1662,1662,5,5,5,6,0.1
1663,1663,3,3,3,6,0.1
1664,1664,4,4,4,6,0.1
1665,1665,9,9,9,6,0.1
1666,1666,0,0,0,6,0.1
1667,1667,1,1,1,6,0.1
1668,1668,5,5,5,6,0.1
1669,1669,0,0,0,6,0.1
1670,1670,6,6,6,6,0.1
1671,1671,4,4,4,6,0.1
1672,1672,8,8,8,6,0.1
1673,1673,0,0,0,6,0.1
1674,1674,1,1,1,6,0.1
1675,1675,9,9,9,6,0.1
1676,1676,8,8,8,6,0.1
1677,1677,6,6,6,6,0.1
1678,1678,0,0,0,6,0.1
1679,1679,0,0,0,6,0.1
1680,1680,5,5,5,6,0.1
1681,1681,6,6,6,6,0.1
1682,1682,6,6,6,6,0.1
1683,1683,4,4,4,6,0.1
1684,1684,2,2,2,6,0.1
1685,1685,1,1,1,6,0.1
1686,1686,4,4,4,6,0.1
1687,1687,0,0,0,6,0.1
1688,1688,7,7,7,6,0.1
1689,1689,6,6,6,6,0.1
1690,1690,9,9,9,6,0.1
1691,1691,0,0,0,6,0.1
1692,1692,8,8,8,6,0.1
1693,1693,4,4,4,6,0.1
1694,1694,7,7,7,6,0.1
1695,1695,1,1,1,6,0.1
1696,1696,8,8,8,6,0.1
1697,1697,1,1,1,6,0.1
1698,1698,1,1,1,6,0.1
1699,1699,8,8,8,6,0.1
1700,1700,1,1,1,6,0.1
1701,1701,9,9,9,6,0.1
1702,1702,6,6,6,6,0.1
1703,1703,1,1,1,6,0.1
1704,1704,8,8,8,6,0.1
1705,1705,8,8,8,6,0.1
1706,1706,5,5,5,6,0.1
1707,1707,5,5,5,6,0.1
1708,1708,7,7,7,6,0.1
1709,1709,3,3,3,6,0.1
1710,1710,7,7,7,6,0.1
1711,1711,9,9,9,6,0.1
1712,1712,3,3,3,6,0.1
1713,1713,0,0,0,6,0.1
1714,1714,3,3,3,6,0.1
1715,1715,0,0,0,6,0.1
1716,1716,0,0,0,6,0.1
1717,1717,4,4,4,6,0.1
1718,1718,4,4,4,6,0.1
1719,1719,3,3,3,6,0.1
1720,1720,1,1,1,6,0.1
1721,1721,4,4,4,6,0.1
1722,1722,2,2,2,6,0.1
1723,1723,7,7,7,6,0.1
1724,1724,3,3,3,6,0.1
1725,1725,0,0,0,6,0.1
1726,1726,0,0,0,6,0.1
1727,1727,1,1,1,6,0.1
1728,1728,3,3,3,6,0.1
1729,1729,3,3,3,6,0.1
1730,1730,4,4,4,6,0.1
1731,1731,7,7,7,6,0.1
1732,1732,1,1,1,6,0.1
1733,1733,3,3,3,6,0.1
1734,1734,1,1,1,6,0.1
1735,1735,6,6,6,6,0.1
1736,1736,1,1,1,6,0.1
1737,1737,5,5,5,6,0.1
1738,1738,6,6,6,6,0.1
1739,1739,4,4,4,6,0.1
1740,1740,4,4,4,6,0.1
1741,1741,5,5,5,6,0.1
1742,1742,4,4,4,6,0.1
1743,1743,3,3,3,6,0.1
1744,1744,5,5,5,6,0.1
1745,1745,1,1,1,6,0.1
1746,1746,1,1,1,6,0.1
1747,1747,3,3,3,6,0.1
1748,1748,9,9,9,6,0.1
1749,1749,4,4,4,6,0.1
1750,1750,9,9,9,6,0.1
1751,1751,3,3,3,6,0.1
1752,1752,5,5,5,6,0.1
1753,1753,6,6,6,6,0.1
1754,1754,4,4,4,6,0.1
1755,1755,3,3,3,6,0.1
1756,1756,0,0,0,6,0.1
1757,1757,7,7,7,6,0.1
1758,1758,5,5,5,6,0.1
1759,1759,8,8,8,6,0.1
1760,1760,4,4,4,6,0.1
1761,1761,5,5,5,6,0.1
1762,1762,6,6,6,6,0.1
1763,1763,6,6,6,6,0.1
1764,1764,7,7,7,6,0.1
1765,1765,8,8,8,6,0.1
1766,1766,1,1,1,6,0.1
1767,1767,6,6,6,6,0.1
1768,1768,2,2,2,6,0.1
1769,1769,8,8,8,6,0.1
1770,1770,4,4,4,6,0.1
1771,1771,7,7,7,6,0.1
1772,1772,4,4,4,6,0.1
1773,1773,0,0,0,6,0.1
1774,1774,9,9,9,6,0.1
1775,1775,9,9,9,6,0.1
1776,1776,4,4,4,6,0.1
1777,1777,3,3,3,6,0.1
1778,1778,9,9,9,6,0.1
1779,1779,2,2,2,6,0.1
1780,1780,6,6,6,6,0.1
1781,1781,3,3,3,6,0.1
1782,1782,5,5,5,6,0.1
1783,1783,5,5,5,6,0.1
1784,1784,4,4,4,6,0.1
1785,1785,0,0,0,6,0.1
1786,1786,0,0,0,6,0.1
1787,1787,5,5,5,6,0.1
1788,1788,3,3,3,6,0.1
1789,1789,6,6,6,6,0.1
1790,1790,3,3,3,6,0.1
1791,1791,4,4,4,6,0.1
1792,1792,7,7,7,6,0.1
1793,1793,0,0,0,6,0.1
1794,1794,0,0,0,6,0.1
1795,1795,4,4,4,6,0.1
1796,1796,5,5,5,6,0.1
1797,1797,0,0,0,6,0.1
1798,1798,4,4,4,6,0.1
1799,1799,1,1,1,6,0.1
1800,1800,3,3,3,6,0.1
1801,1801,5,5,5,6,0.1
1802,1802,7,7,7,6,0.1
1803,1803,6,6,6,6,0.1
1804,1804,3,3,3,6,0.1
1805,1805,3,3,3,6,0.1
1806,1806,1,1,1,6,0.1
1807,1807,6,6,6,6,0.1
1808,1808,0,0,0,6,0.1
1809,1809,4,4,4,6,0.1
1810,1810,3,3,3,6,0.1
1811,1811,8,8,8,6,0.1
1812,1812,7,7,7,6,0.1
1813,1813,4,4,4,6,0.1
1814,1814,7,7,7,6,0.1
1815,1815,7,7,7,6,0.1
1816,1816,2,2,2,6,0.1
1817,1817,6,6,6,6,0.1
1818,1818,9,9,9,6,0.1
1819,1819,1,1,1,6,0.1
1820,1820,1,1,1,6,0.1
1821,1821,2,2,2,6,0.1
1822,1822,3,3,3,6,0.1
1823,1823,1,1,1,6,0.1
1824,1824,7,7,7,6,0.1
1825,1825,7,7,7,6,0.1
1826,1826,0,0,0,6,0.1
1827,1827,9,9,9,6,0.1
1828,1828,1,1,1,6,0.1
1829,1829,7,7,7,6,0.1
1830,1830,5,5,5,6,0.1
1831,1831,1,1,1,6,0.1
1832,1832,1,1,1,6,0.1
1833,1833,0,0,0,6,0.1
1834,1834,1,1,1,6,0.1
1835,1835,0,0,0,6,0.1
1836,1836,9,9,9,6,0.1
1837,1837,1,1,1,6,0.1
1838,1838,2,2,2,6,0.1
1839,1839,9,9,9,6,0.1
1840,1840,6,6,6,6,0.1
1841,1841,3,3,3,6,0.1
1842,1842,0,0,0,6,0.1
1843,1843,9,9,9,6,0.1
1844,1844,3,3,3,6,0.1
1845,1845,0,0,0,6,0.1
1846,1846,9,9,9,6,0.1
1847,1847,9,9,9,6,0.1
1848,1848,9,9,9,6,0.1
1849,1849,7,7,7,6,0.1
1850,1850,2,2,2,6,0.1
1851,1851,0,0,0,6,0.1
1852,1852,3,3,3,6,0.1
1853,1853,1,1,1,6,0.1
1854,1854,4,4,4,6,0.1
1855,1855,8,8,8,6,0.1
1856,1856,1,1,1,6,0.1
1857,1857,9,9,9,6,0.1
1858,1858,4,4,4,6,0.1
1859,1859,7,7,7,6,0.1
1860,1860,3,3,3,6,0.1
1861,1861,4,4,4,6,0.1
1862,1862,4,4,4,6,0.1
1863,1863,0,0,0,6,0.1
1864,1864,0,0,0,6,0.1
1865,1865,5,5,5,6,0.1
1866,1866,8,8,8,6,0.1
1867,1867,5,5,5,6,0.1
1868,1868,9,9,9,6,0.1
1869,1869,9,9,9,6,0.1
1870,1870,1,1,1,6,0.1
1871,1871,4,4,4,6,0.1
1872,1872,1,1,1,6,0.1
1873,1873,1,1,1,6,0.1
1874,1874,6,6,6,6,0.1
1875,1875,8,8,8,6,0.1
1876,1876,2,2,2,6,0.1
1877,1877,8,8,8,6,0.1
1878,1878,3,3,3,6,0.1
1879,1879,2,2,2,6,0.1
1880,1880,1,1,1,6,0.1
1881,1881,9,9,9,6,0.1
1882,1882,5,5,5,6,0.1
1883,1883,9,9,9,6,0.1
1884,1884,4,4,4,6,0.1
1885,1885,1,1,1,6,0.1
1886,1886,5,5,5,6,0.1
1887,1887,9,9,9,6,0.1
1888,1888,1,1,1,6,0.1
1889,1889,1,1,1,6,0.1
1890,1890,1,1,1,6,0.1
1891,1891,3,3,3,6,0.1
1892,1892,5,5,5,6,0.1
1893,1893,9,9,9,6,0.1
1894,1894,4,4,4,6,0.1
1895,1895,3,3,3,6,0.1
1896,1896,7,7,7,6,0.1
1897,1897,0,0,0,6,0.1
1898,1898,5,5,5,6,0.1
1899,1899,6,6,6,6,0.1
1900,1900,9,9,9,6,0.1
1901,1901,0,0,0,6,0.1
1902,1902,3,3,3,6,0.1
1903,1903,8,8,8,6,0.1
1904,1904,8,8,8,6,0.1
1905,1905,1,1,1,6,0.1
1906,1906,1,1,1,6,0.1
1907,1907,1,1,1,6,0.1
1908,1908,4,4,4,6,0.1
1909,1909,5,5,5,6,0.1
1910,1910,6,6,6,6,0.1
1911,1911,8,8,8,6,0.1
1912,1912,0,0,0,6,0.1
1913,1913,8,8,8,6,0.1
1914,1914,3,3,3,6,0.1
1915,1915,2,2,2,6,0.1
1916,1916,0,0,0,6,0.1
1917,1917,1,1,1,6,0.1
1918,1918,6,6,6,6,0.1
1919,1919,4,4,4,6,0.1
1920,1920,4,4,4,6,0.1
1921,1921,9,9,9,6,0.1
1922,1922,1,1,1,6,0.1
1923,1923,6,6,6,6,0.1
1924,1924,1,1,1,6,0.1
1925,1925,0,0,0,6,0.1
1926,1926,5,5,5,6,0.1
1927,1927,5,5,5,6,0.1
1928,1928,0,0,0,6,0.1
1929,1929,1,1,1,6,0.1
1930,1930,7,7,7,6,0.1
1931,1931,3,3,3,6,0.1
1932,1932,2,2,2,6,0.1
1933,1933,0,0,0,6,0.1
1934,1934,6,6,6,6,0.1
1935,1935,9,9,9,6,0.1
1936,1936,5,5,5,6,0.1
1937,1937,6,6,6,6,0.1
1938,1938,1,1,1,6,0.1
1939,1939,7,7,7,6,0.1
1940,1940,6,6,6,6,0.1
1941,1941,0,0,0,6,0.1
1942,1942,7,7,7,6,0.1
1943,1943,8,8,8,6,0.1
1944,1944,9,9,9,6,0.1
1945,1945,4,4,4,6,0.1
1946,1946,7,7,7,6,0.1
1947,1947,5,5,5,6,0.1
1948,1948,4,4,4,6,0.1
1949,1949,5,5,5,6,0.1
1950,1950,7,7,7,6,0.1
1951,1951,3,3,3,6,0.1
1952,1952,6,6,6,6,0.1
1953,1953,7,7,7,6,0.1
1954,1954,5,5,5,6,0.1
1955,1955,8,8,8,6,0.1
1956,1956,0,0,0,6,0.1
1957,1957,6,6,6,6,0.1
1958,1958,9,9,9,6,0.1
1959,1959,9,9,9,6,0.1
1960,1960,0,0,0,6,0.1
1961,1961,6,6,6,6,0.1
1962,1962,1,1,1,6,0.1
1963,1963,4,4,4,6,0.1
1964,1964,9,9,9,6,0.1
1965,1965,0,0,0,6,0.1
1966,1966,5,5,5,6,0.1
1967,1967,4,4,4,6,0.1
1968,1968,8,8,8,6,0.1
1969,1969,4,4,4,6,0.1
1970,1970,6,6,6,6,0.1
1971,1971,1,1,1,6,0.1
1972,1972,1,1,1,6,0.1
1973,1973,6,6,6,6,0.1
1974,1974,7,7,7,6,0.1
1975,1975,7,7,7,6,0.1
1976,1976,4,4,4,6,0.1
1977,1977,0,0,0,6,0.1
1978,1978,8,8,8,6,0.1
1979,1979,3,3,3,6,0.1
1980,1980,3,3,3,6,0.1
1981,1981,4,4,4,6,0.1
1982,1982,1,1,1,6,0.1
1983,1983,6,6,6,6,0.1
1984,1984,7,7,7,6,0.1
1985,1985,5,5,5,6,0.1
1986,1986,3,3,3,6,0.1
1987,1987,2,2,2,6,0.1
1988,1988,1,1,1,6,0.1
1989,1989,4,4,4,6,0.1
1990,1990,4,4,4,6,0.1
1991,1991,6,6,6,6,0.1
1992,1992,7,7,7,6,0.1
1993,1993,5,5,5,6,0.1
1994,1994,7,7,7,6,0.1
1995,1995,5,5,5,6,0.1
1996,1996,0,0,0,6,0.1
1997,1997,2,2,2,6,0.1
1998,1998,1,1,1,6,0.1
1999,1999,5,5,5,6,0.1
2000,2000,5,5,5,6,0.1
2001,2001,0,0,0,6,0.1
2002,2002,6,6,6,6,0.1
2003,2003,3,3,3,6,0.1
2004,2004,6,6,6,6,0.1
2005,2005,8,8,8,6,0.1
2006,2006,7,7,7,6,0.1
2007,2007,1,1,1,6,0.1
2008,2008,3,3,3,6,0.1
2009,2009,4,4,4,6,0.1
2010,2010,9,9,9,6,0.1
2011,2011,8,8,8,6,0.1
2012,2012,1,1,1,6,0.1
2013,2013,5,5,5,6,0.1
2014,2014,0,0,0,6,0.1
2015,2015,4,4,4,6,0.1
2016,2016,1,1,1,6,0.1
2017,2017,0,0,0,6,0.1
2018,2018,1,1,1,6,0.1
2019,2019,5,5,5,6,0.1
2020,2020,4,4,4,6,0.1
2021,2021,6,6,6,6,0.1
2022,2022,5,5,5,6,0.1
2023,2023,4,4,4,6,0.1
2024,2024,0,0,0,6,0.1
2025,2025,8,8,8,6,0.1
2026,2026,9,9,9,6,0.1
2027,2027,6,6,6,6,0.1
2028,2028,3,3,3,6,0.1
2029,2029,4,4,4,6,0.1
2030,2030,0,0,0,6,0.1
2031,2031,3,3,3,6,0.1
2032,2032,8,8,8,6,0.1
2033,2033,0,0,0,6,0.1
2034,2034,7,7,7,6,0.1
2035,2035,7,7,7,6,0.1
2036,2036,7,7,7,6,0.1
2037,2037,1,1,1,6,0.1
2038,2038,2,2,2,6,0.1
2039,2039,3,3,3,6,0.1
2040,2040,0,0,0,6,0.1
2041,2041,0,0,0,6,0.1
2042,2042,0,0,0,6,0.1
2043,2043,7,7,7,6,0.1
2044,2044,6,6,6,6,0.1
2045,2045,4,4,4,6,0.1
2046,2046,5,5,5,6,0.1
2047,2047,9,9,9,6,0.1
2048,2048,7,7,7,6,0.1
2049,2049,4,4,4,6,0.1
2050,2050,6,6,6,6,0.1
2051,2051,7,7,7,6,0.1
2052,2052,4,4,4,6,0.1
2053,2053,8,8,8,6,0.1
2054,2054,1,1,1,6,0.1
2055,2055,1,1,1,6,0.1
2056,2056,0,0,0,6,0.1
2057,2057,5,5,5,6,0.1
2058,2058,8,8,8,6,0.1
2059,2059,0,0,0,6,0.1
2060,2060,5,5,5,6,0.1
2061,2061,4,4,4,6,0.1
2062,2062,3,3,3,6,0.1
2063,2063,0,0,0,6,0.1
2064,2064,7,7,7,6,0.1
2065,2065,4,4,4,6,0.1
2066,2066,9,9,9,6,0.1
2067,2067,6,6,6,6,0.1
2068,2068,8,8,8,6,0.1
2069,2069,5,5,5,6,0.1
2070,2070,4,4,4,6,0.1
2071,2071,9,9,9,6,0.1
2072,2072,0,0,0,6,0.1
2073,2073,1,1,1,6,0.1
2074,2074,7,7,7,6,0.1
2075,2075,1,1,1,6,0.1
2076,2076,6,6,6,6,0.1
2077,2077,8,8,8,6,0.1
2078,2078,5,5,5,6,0.1
2079,2079,8,8,8,6,0.1
2080,2080,9,9,9,6,0.1
2081,2081,5,5,5,6,0.1
2082,2082,9,9,9,6,0.1
2083,2083,5,5,5,6,0.1
2084,2084,0,0,0,6,0.1
2085,2085,5,5,5,6,0.1
2086,2086,4,4,4,6,0.1
2087,2087,5,5,5,6,0.1
2088,2088,1,1,1,6,0.1
2089,2089,1,1,1,6,0.1
2090,2090,1,1,1,6,0.1
2091,2091,3,3,3,6,0.1
2092,2092,3,3,3,6,0.1
2093,2093,6,6,6,6,0.1
2094,2094,4,4,4,6,0.1
2095,2095,0,0,0,6,0.1
2096,2096,5,5,5,6,0.1
2097,2097,4,4,4,6,0.1
2098,2098,1,1,1,6,0.1
2099,2099,2,2,2,6,0.1
2100,2100,2,2,2,6,0.1
2101,2101,3,3,3,6,0.1
2102,2102,1,1,1,6,0.1
2103,2103,4,4,4,6,0.1
2104,2104,9,9,9,6,0.1
2105,2105,9,9,9,6,0.1
2106,2106,7,7,7,6,0.1
2107,2107,4,4,4,6,0.1
2108,2108,7,7,7,6,0.1
2109,2109,9,9,9,6,0.1
2110,2110,1,1,1,6,0.1
2111,2111,5,5,5,6,0.1
2112,2112,0,0,0,6,0.1
2113,2113,1,1,1,6,0.1
2114,2114,0,0,0,6,0.1
2115,2115,4,4,4,6,0.1
2116,2116,5,5,5,6,0.1
2117,2117,0,0,0,6,0.1
2118,2118,5,5,5,6,0.1
2119,2119,8,8,8,6,0.1
2120,2120,0,0,0,6,0.1
2121,2121,9,9,9,6,0.1
2122,2122,4,4,4,6,0.1
2123,2123,4,4,4,6,0.1
2124,2124,4,4,4,6,0.1
2125,2125,9,9,9,6,0.1
2126,2126,9,9,9,6,0.1
2127,2127,8,8,8,6,0.1
2128,2128,6,6,6,6,0.1
2129,2129,8,8,8,6,0.1
2130,2130,5,5,5,6,0.1
2131,2131,1,1,1,6,0.1
2132,2132,0,0,0,6,0.1
2133,2133,3,3,3,6,0.1
2134,2134,4,4,4,6,0.1
2135,2135,3,3,3,6,0.1
2136,2136,7,7,7,6,0.1
2137,2137,7,7,7,6,0.1
2138,2138,0,0,0,6,0.1
2139,2139,0,0,0,6,0.1
2140,2140,5,5,5,6,0.1
2141,2141,8,8,8,6,0.1
2142,2142,4,4,4,6,0.1
2143,2143,7,7,7,6,0.1
2144,2144,7,7,7,6,0.1
2145,2145,0,0,0,6,0.1
2146,2146,0,0,0,6,0.1
2147,2147,3,3,3,6,0.1
2148,2148,8,8,8,6,0.1
2149,2149,4,4,4,6,0.1
2150,2150,7,7,7,6,0.1
2151,2151,0,0,0,6,0.1
2152,2152,8,8,8,6,0.1
2153,2153,8,8,8,6,0.1
2154,2154,3,3,3,6,0.1
2155,2155,2,2,2,6,0.1
2156,2156,1,1,1,6,0.1
2157,2157,5,5,5,6,0.1
2158,2158,0,0,0,6,0.1
2159,2159,3,3,3,6,0.1
2160,2160,6,6,6,6,0.1
2161,2161,8,8,8,6,0.1
2162,2162,0,0,0,6,0.1
2163,2163,9,9,9,6,0.1
2164,2164,9,9,9,6,0.1
2165,2165,4,4,4,6,0.1
2166,2166,6,6,6,6,0.1
2167,2167,5,5,5,6,0.1
2168,2168,7,7,7,6,0.1
2169,2169,9,9,9,6,0.1
2170,2170,7,7,7,6,0.1
2171,2171,1,1,1,6,0.1
2172,2172,6,6,6,6,0.1
2173,2173,9,9,9,6,0.1
2174,2174,2,2,2,6,0.1
2175,2175,4,4,4,6,0.1
2176,2176,3,3,3,6,0.1
2177,2177,5,5,5,6,0.1
2178,2178,6,6,6,6,0.1
2179,2179,5,5,5,6,0.1
2180,2180,8,8,8,6,0.1
2181,2181,8,8,8,6,0.1
2182,2182,5,5,5,6,0.1
2183,2183,4,4,4,6,0.1
2184,2184,4,4,4,6,0.1
2185,2185,0,0,0,6,0.1
2186,2186,6,6,6,6,0.1
2187,2187,1,1,1,6,0.1
2188,2188,1,1,1,6,0.1
2189,2189,4,4,4,6,0.1
2190,2190,9,9,9,6,0.1
2191,2191,4,4,4,6,0.1
2192,2192,9,9,9,6,0.1
2193,2193,1,1,1,6,0.1
2194,2194,7,7,7,6,0.1
2195,2195,4,4,4,6,0.1
2196,2196,7,7,7,6,0.1
2197,2197,1,1,1,6,0.1
2198,2198,8,8,8,6,0.1
2199,2199,3,3,3,6,0.1
2200,2200,8,8,8,6,0.1
2201,2201,0,0,0,6,0.1
2202,2202,0,0,0,6,0.1
2203,2203,6,6,6,6,0.1
2204,2204,5,5,5,6,0.1
2205,2205,7,7,7,6,0.1
2206,2206,1,1,1,6,0.1
2207,2207,1,1,1,6,0.1
2208,2208,0,0,0,6,0.1
2209,2209,4,4,4,6,0.1
2210,2210,2,2,2,6,0.1
2211,2211,5,5,5,6,0.1
2212,2212,5,5,5,6,0.1
2213,2213,0,0,0,6,0.1
2214,2214,7,7,7,6,0.1
2215,2215,0,0,0,6,0.1
2216,2216,7,7,7,6,0.1
2217,2217,7,7,7,6,0.1
2218,2218,9,9,9,6,0.1
2219,2219,0,0,0,6,0.1
2220,2220,5,5,5,6,0.1
2221,2221,8,8,8,6,0.1
2222,2222,4,4,4,6,0.1
2223,2223,6,6,6,6,0.1
2224,2224,1,1,1,6,0.1
2225,2225,1,1,1,6,0.1
2226,2226,4,4,4,6,0.1
2227,2227,9,9,9,6,0.1
2228,2228,5,5,5,6,0.1
2229,2229,6,6,6,6,0.1
2230,2230,5,5,5,6,0.1
2231,2231,3,3,3,6,0.1
2232,2232,0,0,0,6,0.1
2233,2233,1,1,1,6,0.1
2234,2234,3,3,3,6,0.1
2235,2235,4,4,4,6,0.1
2236,2236,5,5,5,6,0.1
2237,2237,5,5,5,6,0.1
2238,2238,5,5,5,6,0.1
2239,2239,0,0,0,6,0.1
2240,2240,5,5,5,6,0.1
2241,2241,0,0,0,6,0.1
2242,2242,5,5,5,6,0.1
2243,2243,7,7,7,6,0.1
2244,2244,6,6,6,6,0.1
2245,2245,5,5,5,6,0.1
2246,2246,4,4,4,6,0.1
2247,2247,6,6,6,6,0.1
2248,2248,5,5,5,6,0.1
2249,2249,7,7,7,6,0.1
2250,2250,0,0,0,6,0.1
2251,2251,6,6,6,6,0.1
2252,2252,8,8,8,6,0.1
2253,2253,0,0,0,6,0.1
2254,2254,0,0,0,6,0.1
2255,2255,5,5,5,6,0.1
2256,2256,0,0,0,6,0.1
2257,2257,6,6,6,6,0.1
2258,2258,5,5,5,6,0.1
2259,2259,0,0,0,6,0.1
2260,2260,9,9,9,6,0.1
2261,2261,1,1,1,6,0.1
2262,2262,0,0,0,6,0.1
2263,2263,7,7,7,6,0.1
2264,2264,8,8,8,6,0.1
2265,2265,3,3,3,6,0.1
2266,2266,8,8,8,6,0.1
2267,2267,4,4,4,6,0.1
2268,2268,7,7,7,6,0.1
2269,2269,3,3,3,6,0.1
2270,2270,5,5,5,6,0.1
2271,2271,4,4,4,6,0.1
2272,2272,6,6,6,6,0.1
2273,2273,3,3,3,6,0.1
2274,2274,4,4,4,6,0.1
2275,2275,9,9,9,6,0.1
2276,2276,1,1,1,6,0.1
2277,2277,8,8,8,6,0.1
2278,2278,1,1,1,6,0.1
2279,2279,3,3,3,6,0.1
2280,2280,0,0,0,6,0.1
2281,2281,2,2,2,6,0.1
2282,2282,5,5,5,6,0.1
2283,2283,3,3,3,6,0.1
2284,2284,0,0,0,6,0.1
2285,2285,6,6,6,6,0.1
2286,2286,9,9,9,6,0.1
2287,2287,2,2,2,6,0.1
2288,2288,3,3,3,6,0.1
2289,2289,0,0,0,6,0.1
2290,2290,1,1,1,6,0.1
2291,2291,6,6,6,6,0.1
2292,2292,5,5,5,6,0.1
2293,2293,0,0,0,6,0.1
2294,2294,0,0,0,6,0.1
2295,2295,0,0,0,6,0.1
2296,2296,9,9,9,6,0.1
2297,2297,5,5,5,6,0.1
2298,2298,5,5,5,6,0.1
2299,2299,4,4,4,6,0.1
2300,2300,4,4,4,6,0.1
2301,2301,7,7,7,6,0.1
2302,2302,0,0,0,6,0.1
2303,2303,5,5,5,6,0.1
2304,2304,3,3,3,6,0.1
2305,2305,9,9,9,6,0.1
2306,2306,2,2,2,6,0.1
2307,2307,5,5,5,6,0.1
2308,2308,6,6,6,6,0.1
2309,2309,1,1,1,6,0.1
2310,2310,3,3,3,6,0.1
2311,2311,0,0,0,6,0.1
2312,2312,4,4,4,6,0.1
2313,2313,7,7,7,6,0.1
2314,2314,3,3,3,6,0.1
2315,2315,0,0,0,6,0.1
2316,2316,5,5,5,6,0.1
2317,2317,4,4,4,6,0.1
2318,2318,8,8,8,6,0.1
2319,2319,8,8,8,6,0.1
2320,2320,6,6,6,6,0.1
2321,2321,4,4,4,6,0.1
2322,2322,5,5,5,6,0.1
2323,2323,0,0,0,6,0.1
2324,2324,5,5,5,6,0.1
2325,2325,0,0,0,6,0.1
2326,2326,0,0,0,6,0.1
2327,2327,4,4,4,6,0.1
2328,2328,1,1,1,6,0.1
2329,2329,0,0,0,6,0.1
2330,2330,0,0,0,6,0.1
2331,2331,0,0,0,6,0.1
2332,2332,3,3,3,6,0.1
2333,2333,1,1,1,6,0.1
2334,2334,0,0,0,6,0.1
2335,2335,3,3,3,6,0.1
2336,2336,2,2,2,6,0.1
2337,2337,5,5,5,6,0.1
2338,2338,0,0,0,6,0.1
2339,2339,1,1,1,6,0.1
2340,2340,0,0,0,6,0.1
2341,2341,7,7,7,6,0.1
2342,2342,1,1,1,6,0.1
2343,2343,5,5,5,6,0.1
2344,2344,5,5,5,6,0.1
2345,2345,8,8,8,6,0.1
2346,2346,4,4,4,6,0.1
2347,2347,0,0,0,6,0.1
2348,2348,7,7,7,6,0.1
2349,2349,0,0,0,6,0.1
2350,2350,3,3,3,6,0.1
2351,2351,4,4,4,6,0.1
2352,2352,1,1,1,6,0.1
2353,2353,3,3,3,6,0.1
2354,2354,5,5,5,6,0.1
2355,2355,0,0,0,6,0.1
2356,2356,3,3,3,6,0.1
2357,2357,4,4,4,6,0.1
2358,2358,4,4,4,6,0.1
2359,2359,3,3,3,6,0.1
2360,2360,0,0,0,6,0.1
2361,2361,1,1,1,6,0.1
2362,2362,1,1,1,6,0.1
2363,2363,6,6,6,6,0.1
2364,2364,6,6,6,6,0.1
2365,2365,7,7,7,6,0.1
2366,2366,0,0,0,6,0.1
2367,2367,1,1,1,6,0.1
2368,2368,8,8,8,6,0.1
2369,2369,2,2,2,6,0.1
2370,2370,6,6,6,6,0.1
2371,2371,3,3,3,6,0.1
2372,2372,0,0,0,6,0.1
2373,2373,1,1,1,6,0.1
2374,2374,4,4,4,6,0.1
2375,2375,5,5,5,6,0.1
2376,2376,6,6,6,6,0.1
2377,2377,6,6,6,6,0.1
2378,2378,6,6,6,6,0.1
2379,2379,7,7,7,6,0.1
2380,2380,7,7,7,6,0.1
2381,2381,4,4,4,6,0.1
2382,2382,1,1,1,6,0.1
2383,2383,7,7,7,6,0.1
2384,2384,5,5,5,6,0.1
2385,2385,7,7,7,6,0.1
2386,2386,5,5,5,6,0.1
2387,2387,8,8,8,6,0.1
2388,2388,5,5,5,6,0.1
2389,2389,2,2,2,6,0.1
2390,2390,6,6,6,6,0.1
2391,2391,0,0,0,6,0.1
2392,2392,8,8,8,6,0.1
2393,2393,3,3,3,6,0.1
2394,2394,7,7,7,6,0.1
2395,2395,3,3,3,6,0.1
2396,2396,0,0,0,6,0.1
2397,2397,7,7,7,6,0.1
2398,2398,4,4,4,6,0.1
2399,2399,3,3,3,6,0.1
2400,2400,0,0,0,6,0.1
2401,2401,6,6,6,6,0.1
2402,2402,8,8,8,6,0.1
2403,2403,9,9,9,6,0.1
2404,2404,1,1,1,6,0.1
2405,2405,5,5,5,6,0.1
2406,2406,7,7,7,6,0.1
2407,2407,4,4,4,6,0.1
2408,2408,3,3,3,6,0.1
2409,2409,6,6,6,6,0.1
2410,2410,0,0,0,6,0.1
2411,2411,5,5,5,6,0.1
2412,2412,8,8,8,6,0.1
2413,2413,4,4,4,6,0.1
2414,2414,6,6,6,6,0.1
2415,2415,4,4,4,6,0.1
2416,2416,5,5,5,6,0.1
2417,2417,3,3,3,6,0.1
2418,2418,4,4,4,6,0.1
2419,2419,9,9,9,6,0.1
2420,2420,5,5,5,6,0.1
2421,2421,3,3,3,6,0.1
2422,2422,6,6,6,6,0.1
2423,2423,9,9,9,6,0.1
2424,2424,1,1,1,6,0.1
2425,2425,3,3,3,6,0.1
2426,2426,9,9,9,6,0.1
2427,2427,0,0,0,6,0.1
2428,2428,4,4,4,6,0.1
2429,2429,7,7,7,6,0.1
2430,2430,7,7,7,6,0.1
2431,2431,1,1,1,6,0.1
2432,2432,6,6,6,6,0.1
2433,2433,3,3,3,6,0.1
2434,2434,3,3,3,6,0.1
