expanded_index,source_sample_index,equilibrium_index,equilibrium_label,pulse,t_s
12809,1067,0,p11419_20to160ms,11419,0.1583118736743927
12810,1067,1,p14606_15to80ms,14606,0.015336195006966591
12811,1067,1,p14606_15to80ms,14606,0.027839770540595055
12812,1067,1,p14606_15to80ms,14606,0.040886979550123215
12813,1067,1,p14606_15to80ms,14606,0.05339055880904198
12814,1067,1,p14606_15to80ms,14606,0.06643776595592499
12815,1067,1,p14606_15to80ms,14606,0.0794849768280983
12816,1068,0,p11419_20to160ms,11419,0.020228898152709007
12817,1068,0,p11419_20to160ms,11419,0.050672389566898346
12818,1068,0,p11419_20to160ms,11419,0.08002861589193344
12819,1068,0,p11419_20to160ms,11419,0.10286123305559158
12820,1068,0,p11419_20to160ms,11419,0.12732474505901337
12821,1068,0,p11419_20to160ms,11419,0.1583118736743927
12822,1068,1,p14606_15to80ms,14606,0.015336195006966591
12823,1068,1,p14606_15to80ms,14606,0.027839770540595055
12824,1068,1,p14606_15to80ms,14606,0.040886979550123215
12825,1068,1,p14606_15to80ms,14606,0.05339055880904198
12826,1068,1,p14606_15to80ms,14606,0.06643776595592499
12827,1068,1,p14606_15to80ms,14606,0.0794849768280983
12828,1069,0,p11419_20to160ms,11419,0.020228898152709007
12829,1069,0,p11419_20to160ms,11419,0.050672389566898346
12830,1069,0,p11419_20to160ms,11419,0.08002861589193344
12831,1069,0,p11419_20to160ms,11419,0.10286123305559158
12832,1069,0,p11419_20to160ms,11419,0.12732474505901337
12833,1069,0,p11419_20to160ms,11419,0.1583118736743927
12834,1069,1,p14606_15to80ms,14606,0.015336195006966591
12835,1069,1,p14606_15to80ms,14606,0.027839770540595055
12836,1069,1,p14606_15to80ms,14606,0.040886979550123215
12837,1069,1,p14606_15to80ms,14606,0.05339055880904198
12838,1069,1,p14606_15to80ms,14606,0.06643776595592499
12839,1069,1,p14606_15to80ms,14606,0.0794849768280983
12840,1070,0,p11419_20to160ms,11419,0.020228898152709007
12841,1070,0,p11419_20to160ms,11419,0.050672389566898346
12842,1070,0,p11419_20to160ms,11419,0.08002861589193344
12843,1070,0,p11419_20to160ms,11419,0.10286123305559158
12844,1070,0,p11419_20to160ms,11419,0.12732474505901337
12845,1070,0,p11419_20to160ms,11419,0.1583118736743927
12846,1070,1,p14606_15to80ms,14606,0.015336195006966591
12847,1070,1,p14606_15to80ms,14606,0.027839770540595055
12848,1070,1,p14606_15to80ms,14606,0.040886979550123215
12849,1070,1,p14606_15to80ms,14606,0.05339055880904198
12850,1070,1,p14606_15to80ms,14606,0.06643776595592499
12851,1070,1,p14606_15to80ms,14606,0.0794849768280983
12852,1071,0,p11419_20to160ms,11419,0.020228898152709007
12853,1071,0,p11419_20to160ms,11419,0.050672389566898346
12854,1071,0,p11419_20to160ms,11419,0.08002861589193344
12855,1071,0,p11419_20to160ms,11419,0.10286123305559158
12856,1071,0,p11419_20to160ms,11419,0.12732474505901337
12857,1071,0,p11419_20to160ms,11419,0.1583118736743927
12858,1071,1,p14606_15to80ms,14606,0.015336195006966591
12859,1071,1,p14606_15to80ms,14606,0.027839770540595055
12860,1071,1,p14606_15to80ms,14606,0.040886979550123215
12861,1071,1,p14606_15to80ms,14606,0.05339055880904198
12862,1071,1,p14606_15to80ms,14606,0.06643776595592499
12863,1071,1,p14606_15to80ms,14606,0.0794849768280983
12864,1072,0,p11419_20to160ms,11419,0.020228898152709007
12865,1072,0,p11419_20to160ms,11419,0.050672389566898346
12866,1072,0,p11419_20to160ms,11419,0.08002861589193344
12867,1072,0,p11419_20to160ms,11419,0.10286123305559158
12868,1072,0,p11419_20to160ms,11419,0.12732474505901337
12869,1072,0,p11419_20to160ms,11419,0.1583118736743927
12870,1072,1,p14606_15to80ms,14606,0.015336195006966591
12871,1072,1,p14606_15to80ms,14606,0.027839770540595055
12872,1072,1,p14606_15to80ms,14606,0.040886979550123215
12873,1072,1,p14606_15to80ms,14606,0.05339055880904198
12874,1072,1,p14606_15to80ms,14606,0.06643776595592499
12875,1072,1,p14606_15to80ms,14606,0.0794849768280983
12876,1073,0,p11419_20to160ms,11419,0.020228898152709007
12877,1073,0,p11419_20to160ms,11419,0.050672389566898346
12878,1073,0,p11419_20to160ms,11419,0.08002861589193344
12879,1073,0,p11419_20to160ms,11419,0.10286123305559158
12880,1073,0,p11419_20to160ms,11419,0.12732474505901337
12881,1073,0,p11419_20to160ms,11419,0.1583118736743927
12882,1073,1,p14606_15to80ms,14606,0.015336195006966591
12883,1073,1,p14606_15to80ms,14606,0.027839770540595055
12884,1073,1,p14606_15to80ms,14606,0.040886979550123215
12885,1073,1,p14606_15to80ms,14606,0.05339055880904198
12886,1073,1,p14606_15to80ms,14606,0.06643776595592499
12887,1073,1,p14606_15to80ms,14606,0.0794849768280983
12888,1074,0,p11419_20to160ms,11419,0.020228898152709007
12889,1074,0,p11419_20to160ms,11419,0.050672389566898346
12890,1074,0,p11419_20to160ms,11419,0.08002861589193344
12891,1074,0,p11419_20to160ms,11419,0.10286123305559158
12892,1074,0,p11419_20to160ms,11419,0.12732474505901337
12893,1074,0,p11419_20to160ms,11419,0.1583118736743927
12894,1074,1,p14606_15to80ms,14606,0.015336195006966591
12895,1074,1,p14606_15to80ms,14606,0.027839770540595055
12896,1074,1,p14606_15to80ms,14606,0.040886979550123215
12897,1074,1,p14606_15to80ms,14606,0.05339055880904198
12898,1074,1,p14606_15to80ms,14606,0.06643776595592499
12899,1074,1,p14606_15to80ms,14606,0.0794849768280983
12900,1075,0,p11419_20to160ms,11419,0.020228898152709007
12901,1075,0,p11419_20to160ms,11419,0.050672389566898346
12902,1075,0,p11419_20to160ms,11419,0.08002861589193344
12903,1075,0,p11419_20to160ms,11419,0.10286123305559158
12904,1075,0,p11419_20to160ms,11419,0.12732474505901337
12905,1075,0,p11419_20to160ms,11419,0.1583118736743927
12906,1075,1,p14606_15to80ms,14606,0.015336195006966591
12907,1075,1,p14606_15to80ms,14606,0.027839770540595055
12908,1075,1,p14606_15to80ms,14606,0.040886979550123215
12909,1075,1,p14606_15to80ms,14606,0.05339055880904198
12910,1075,1,p14606_15to80ms,14606,0.06643776595592499
12911,1075,1,p14606_15to80ms,14606,0.0794849768280983
12912,1076,0,p11419_20to160ms,11419,0.020228898152709007
12913,1076,0,p11419_20to160ms,11419,0.050672389566898346
12914,1076,0,p11419_20to160ms,11419,0.08002861589193344
12915,1076,0,p11419_20to160ms,11419,0.10286123305559158
12916,1076,0,p11419_20to160ms,11419,0.12732474505901337
12917,1076,0,p11419_20to160ms,11419,0.1583118736743927
12918,1076,1,p14606_15to80ms,14606,0.015336195006966591
12919,1076,1,p14606_15to80ms,14606,0.027839770540595055
12920,1076,1,p14606_15to80ms,14606,0.040886979550123215
12921,1076,1,p14606_15to80ms,14606,0.05339055880904198
12922,1076,1,p14606_15to80ms,14606,0.06643776595592499
12923,1076,1,p14606_15to80ms,14606,0.0794849768280983
12924,1077,0,p11419_20to160ms,11419,0.020228898152709007
12925,1077,0,p11419_20to160ms,11419,0.050672389566898346
12926,1077,0,p11419_20to160ms,11419,0.08002861589193344
12927,1077,0,p11419_20to160ms,11419,0.10286123305559158
12928,1077,0,p11419_20to160ms,11419,0.12732474505901337
12929,1077,0,p11419_20to160ms,11419,0.1583118736743927
12930,1077,1,p14606_15to80ms,14606,0.015336195006966591
12931,1077,1,p14606_15to80ms,14606,0.027839770540595055
12932,1077,1,p14606_15to80ms,14606,0.040886979550123215
12933,1077,1,p14606_15to80ms,14606,0.05339055880904198
12934,1077,1,p14606_15to80ms,14606,0.06643776595592499
12935,1077,1,p14606_15to80ms,14606,0.0794849768280983
12936,1078,0,p11419_20to160ms,11419,0.020228898152709007
12937,1078,0,p11419_20to160ms,11419,0.050672389566898346
12938,1078,0,p11419_20to160ms,11419,0.08002861589193344
12939,1078,0,p11419_20to160ms,11419,0.10286123305559158
12940,1078,0,p11419_20to160ms,11419,0.12732474505901337
12941,1078,0,p11419_20to160ms,11419,0.1583118736743927
12942,1078,1,p14606_15to80ms,14606,0.015336195006966591
12943,1078,1,p14606_15to80ms,14606,0.027839770540595055
12944,1078,1,p14606_15to80ms,14606,0.040886979550123215
12945,1078,1,p14606_15to80ms,14606,0.05339055880904198
12946,1078,1,p14606_15to80ms,14606,0.06643776595592499
12947,1078,1,p14606_15to80ms,14606,0.0794849768280983
12948,1079,0,p11419_20to160ms,11419,0.020228898152709007
12949,1079,0,p11419_20to160ms,11419,0.050672389566898346
12950,1079,0,p11419_20to160ms,11419,0.08002861589193344
12951,1079,0,p11419_20to160ms,11419,0.10286123305559158
12952,1079,0,p11419_20to160ms,11419,0.12732474505901337
12953,1079,0,p11419_20to160ms,11419,0.1583118736743927
12954,1079,1,p14606_15to80ms,14606,0.015336195006966591
12955,1079,1,p14606_15to80ms,14606,0.027839770540595055
12956,1079,1,p14606_15to80ms,14606,0.040886979550123215
12957,1079,1,p14606_15to80ms,14606,0.05339055880904198
12958,1079,1,p14606_15to80ms,14606,0.06643776595592499
12959,1079,1,p14606_15to80ms,14606,0.0794849768280983
12960,1080,0,p11419_20to160ms,11419,0.020228898152709007
12961,1080,0,p11419_20to160ms,11419,0.050672389566898346
12962,1080,0,p11419_20to160ms,11419,0.08002861589193344
12963,1080,0,p11419_20to160ms,11419,0.10286123305559158
12964,1080,0,p11419_20to160ms,11419,0.12732474505901337
12965,1080,0,p11419_20to160ms,11419,0.1583118736743927
12966,1080,1,p14606_15to80ms,14606,0.015336195006966591
12967,1080,1,p14606_15to80ms,14606,0.027839770540595055
12968,1080,1,p14606_15to80ms,14606,0.040886979550123215
12969,1080,1,p14606_15to80ms,14606,0.05339055880904198
12970,1080,1,p14606_15to80ms,14606,0.06643776595592499
12971,1080,1,p14606_15to80ms,14606,0.0794849768280983
12972,1081,0,p11419_20to160ms,11419,0.020228898152709007
12973,1081,0,p11419_20to160ms,11419,0.050672389566898346
12974,1081,0,p11419_20to160ms,11419,0.08002861589193344
12975,1081,0,p11419_20to160ms,11419,0.10286123305559158
12976,1081,0,p11419_20to160ms,11419,0.12732474505901337
12977,1081,0,p11419_20to160ms,11419,0.1583118736743927
12978,1081,1,p14606_15to80ms,14606,0.015336195006966591
12979,1081,1,p14606_15to80ms,14606,0.027839770540595055
12980,1081,1,p14606_15to80ms,14606,0.040886979550123215
12981,1081,1,p14606_15to80ms,14606,0.05339055880904198
12982,1081,1,p14606_15to80ms,14606,0.06643776595592499
12983,1081,1,p14606_15to80ms,14606,0.0794849768280983
12984,1082,0,p11419_20to160ms,11419,0.020228898152709007
12985,1082,0,p11419_20to160ms,11419,0.050672389566898346
12986,1082,0,p11419_20to160ms,11419,0.08002861589193344
12987,1082,0,p11419_20to160ms,11419,0.10286123305559158
12988,1082,0,p11419_20to160ms,11419,0.12732474505901337
12989,1082,0,p11419_20to160ms,11419,0.1583118736743927
12990,1082,1,p14606_15to80ms,14606,0.015336195006966591
12991,1082,1,p14606_15to80ms,14606,0.027839770540595055
12992,1082,1,p14606_15to80ms,14606,0.040886979550123215
12993,1082,1,p14606_15to80ms,14606,0.05339055880904198
12994,1082,1,p14606_15to80ms,14606,0.06643776595592499
12995,1082,1,p14606_15to80ms,14606,0.0794849768280983
12996,1083,0,p11419_20to160ms,11419,0.020228898152709007
12997,1083,0,p11419_20to160ms,11419,0.050672389566898346
12998,1083,0,p11419_20to160ms,11419,0.08002861589193344
12999,1083,0,p11419_20to160ms,11419,0.10286123305559158
13000,1083,0,p11419_20to160ms,11419,0.12732474505901337
13001,1083,0,p11419_20to160ms,11419,0.1583118736743927
13002,1083,1,p14606_15to80ms,14606,0.015336195006966591
13003,1083,1,p14606_15to80ms,14606,0.027839770540595055
13004,1083,1,p14606_15to80ms,14606,0.040886979550123215
13005,1083,1,p14606_15to80ms,14606,0.05339055880904198
13006,1083,1,p14606_15to80ms,14606,0.06643776595592499
13007,1083,1,p14606_15to80ms,14606,0.0794849768280983
13008,1084,0,p11419_20to160ms,11419,0.020228898152709007
13009,1084,0,p11419_20to160ms,11419,0.050672389566898346
13010,1084,0,p11419_20to160ms,11419,0.08002861589193344
13011,1084,0,p11419_20to160ms,11419,0.10286123305559158
13012,1084,0,p11419_20to160ms,11419,0.12732474505901337
13013,1084,0,p11419_20to160ms,11419,0.1583118736743927
13014,1084,1,p14606_15to80ms,14606,0.015336195006966591
13015,1084,1,p14606_15to80ms,14606,0.027839770540595055
13016,1084,1,p14606_15to80ms,14606,0.040886979550123215
13017,1084,1,p14606_15to80ms,14606,0.05339055880904198
13018,1084,1,p14606_15to80ms,14606,0.06643776595592499
13019,1084,1,p14606_15to80ms,14606,0.0794849768280983
13020,1085,0,p11419_20to160ms,11419,0.020228898152709007
13021,1085,0,p11419_20to160ms,11419,0.050672389566898346
13022,1085,0,p11419_20to160ms,11419,0.08002861589193344
13023,1085,0,p11419_20to160ms,11419,0.10286123305559158
13024,1085,0,p11419_20to160ms,11419,0.12732474505901337
13025,1085,0,p11419_20to160ms,11419,0.1583118736743927
13026,1085,1,p14606_15to80ms,14606,0.015336195006966591
13027,1085,1,p14606_15to80ms,14606,0.027839770540595055
13028,1085,1,p14606_15to80ms,14606,0.040886979550123215
13029,1085,1,p14606_15to80ms,14606,0.05339055880904198
13030,1085,1,p14606_15to80ms,14606,0.06643776595592499
13031,1085,1,p14606_15to80ms,14606,0.0794849768280983
13032,1086,0,p11419_20to160ms,11419,0.020228898152709007
13033,1086,0,p11419_20to160ms,11419,0.050672389566898346
13034,1086,0,p11419_20to160ms,11419,0.08002861589193344
13035,1086,0,p11419_20to160ms,11419,0.10286123305559158
13036,1086,0,p11419_20to160ms,11419,0.12732474505901337
13037,1086,0,p11419_20to160ms,11419,0.1583118736743927
13038,1086,1,p14606_15to80ms,14606,0.015336195006966591
13039,1086,1,p14606_15to80ms,14606,0.027839770540595055
13040,1086,1,p14606_15to80ms,14606,0.040886979550123215
13041,1086,1,p14606_15to80ms,14606,0.05339055880904198
13042,1086,1,p14606_15to80ms,14606,0.06643776595592499
13043,1086,1,p14606_15to80ms,14606,0.0794849768280983
13044,1087,0,p11419_20to160ms,11419,0.020228898152709007
13045,1087,0,p11419_20to160ms,11419,0.050672389566898346
13046,1087,0,p11419_20to160ms,11419,0.08002861589193344
13047,1087,0,p11419_20to160ms,11419,0.10286123305559158
13048,1087,0,p11419_20to160ms,11419,0.12732474505901337
13049,1087,0,p11419_20to160ms,11419,0.1583118736743927
13050,1087,1,p14606_15to80ms,14606,0.015336195006966591
13051,1087,1,p14606_15to80ms,14606,0.027839770540595055
13052,1087,1,p14606_15to80ms,14606,0.040886979550123215
13053,1087,1,p14606_15to80ms,14606,0.05339055880904198
13054,1087,1,p14606_15to80ms,14606,0.06643776595592499
13055,1087,1,p14606_15to80ms,14606,0.0794849768280983
13056,1088,0,p11419_20to160ms,11419,0.020228898152709007
13057,1088,0,p11419_20to160ms,11419,0.050672389566898346
13058,1088,0,p11419_20to160ms,11419,0.08002861589193344
13059,1088,0,p11419_20to160ms,11419,0.10286123305559158
13060,1088,0,p11419_20to160ms,11419,0.12732474505901337
13061,1088,0,p11419_20to160ms,11419,0.1583118736743927
13062,1088,1,p14606_15to80ms,14606,0.015336195006966591
13063,1088,1,p14606_15to80ms,14606,0.027839770540595055
13064,1088,1,p14606_15to80ms,14606,0.040886979550123215
13065,1088,1,p14606_15to80ms,14606,0.05339055880904198
13066,1088,1,p14606_15to80ms,14606,0.06643776595592499
13067,1088,1,p14606_15to80ms,14606,0.0794849768280983
13068,1089,0,p11419_20to160ms,11419,0.020228898152709007
13069,1089,0,p11419_20to160ms,11419,0.050672389566898346
13070,1089,0,p11419_20to160ms,11419,0.08002861589193344
13071,1089,0,p11419_20to160ms,11419,0.10286123305559158
13072,1089,0,p11419_20to160ms,11419,0.12732474505901337
13073,1089,0,p11419_20to160ms,11419,0.1583118736743927
13074,1089,1,p14606_15to80ms,14606,0.015336195006966591
13075,1089,1,p14606_15to80ms,14606,0.027839770540595055
13076,1089,1,p14606_15to80ms,14606,0.040886979550123215
13077,1089,1,p14606_15to80ms,14606,0.05339055880904198
13078,1089,1,p14606_15to80ms,14606,0.06643776595592499
13079,1089,1,p14606_15to80ms,14606,0.0794849768280983
13080,1090,0,p11419_20to160ms,11419,0.020228898152709007
13081,1090,0,p11419_20to160ms,11419,0.050672389566898346
13082,1090,0,p11419_20to160ms,11419,0.08002861589193344
13083,1090,0,p11419_20to160ms,11419,0.10286123305559158
13084,1090,0,p11419_20to160ms,11419,0.12732474505901337
13085,1090,0,p11419_20to160ms,11419,0.1583118736743927
13086,1090,1,p14606_15to80ms,14606,0.015336195006966591
13087,1090,1,p14606_15to80ms,14606,0.027839770540595055
13088,1090,1,p14606_15to80ms,14606,0.040886979550123215
13089,1090,1,p14606_15to80ms,14606,0.05339055880904198
13090,1090,1,p14606_15to80ms,14606,0.06643776595592499
13091,1090,1,p14606_15to80ms,14606,0.0794849768280983
13092,1091,0,p11419_20to160ms,11419,0.020228898152709007
13093,1091,0,p11419_20to160ms,11419,0.050672389566898346
13094,1091,0,p11419_20to160ms,11419,0.08002861589193344
13095,1091,0,p11419_20to160ms,11419,0.10286123305559158
13096,1091,0,p11419_20to160ms,11419,0.12732474505901337
13097,1091,0,p11419_20to160ms,11419,0.1583118736743927
13098,1091,1,p14606_15to80ms,14606,0.015336195006966591
13099,1091,1,p14606_15to80ms,14606,0.027839770540595055
13100,1091,1,p14606_15to80ms,14606,0.040886979550123215
13101,1091,1,p14606_15to80ms,14606,0.05339055880904198
13102,1091,1,p14606_15to80ms,14606,0.06643776595592499
13103,1091,1,p14606_15to80ms,14606,0.0794849768280983
13104,1092,0,p11419_20to160ms,11419,0.020228898152709007
13105,1092,0,p11419_20to160ms,11419,0.050672389566898346
13106,1092,0,p11419_20to160ms,11419,0.08002861589193344
13107,1092,0,p11419_20to160ms,11419,0.10286123305559158
13108,1092,0,p11419_20to160ms,11419,0.12732474505901337
13109,1092,0,p11419_20to160ms,11419,0.1583118736743927
13110,1092,1,p14606_15to80ms,14606,0.015336195006966591
13111,1092,1,p14606_15to80ms,14606,0.027839770540595055
13112,1092,1,p14606_15to80ms,14606,0.040886979550123215
13113,1092,1,p14606_15to80ms,14606,0.05339055880904198
13114,1092,1,p14606_15to80ms,14606,0.06643776595592499
13115,1092,1,p14606_15to80ms,14606,0.0794849768280983
13116,1093,0,p11419_20to160ms,11419,0.020228898152709007
13117,1093,0,p11419_20to160ms,11419,0.050672389566898346
13118,1093,0,p11419_20to160ms,11419,0.08002861589193344
13119,1093,0,p11419_20to160ms,11419,0.10286123305559158
13120,1093,0,p11419_20to160ms,11419,0.12732474505901337
13121,1093,0,p11419_20to160ms,11419,0.1583118736743927
13122,1093,1,p14606_15to80ms,14606,0.015336195006966591
13123,1093,1,p14606_15to80ms,14606,0.027839770540595055
13124,1093,1,p14606_15to80ms,14606,0.040886979550123215
13125,1093,1,p14606_15to80ms,14606,0.05339055880904198
13126,1093,1,p14606_15to80ms,14606,0.06643776595592499
13127,1093,1,p14606_15to80ms,14606,0.0794849768280983
13128,1094,0,p11419_20to160ms,11419,0.020228898152709007
13129,1094,0,p11419_20to160ms,11419,0.050672389566898346
13130,1094,0,p11419_20to160ms,11419,0.08002861589193344
13131,1094,0,p11419_20to160ms,11419,0.10286123305559158
13132,1094,0,p11419_20to160ms,11419,0.12732474505901337
13133,1094,0,p11419_20to160ms,11419,0.1583118736743927
13134,1094,1,p14606_15to80ms,14606,0.015336195006966591
13135,1094,1,p14606_15to80ms,14606,0.027839770540595055
13136,1094,1,p14606_15to80ms,14606,0.040886979550123215
13137,1094,1,p14606_15to80ms,14606,0.05339055880904198
13138,1094,1,p14606_15to80ms,14606,0.06643776595592499
13139,1094,1,p14606_15to80ms,14606,0.0794849768280983
13140,1095,0,p11419_20to160ms,11419,0.020228898152709007
13141,1095,0,p11419_20to160ms,11419,0.050672389566898346
13142,1095,0,p11419_20to160ms,11419,0.08002861589193344
13143,1095,0,p11419_20to160ms,11419,0.10286123305559158
13144,1095,0,p11419_20to160ms,11419,0.12732474505901337
13145,1095,0,p11419_20to160ms,11419,0.1583118736743927
13146,1095,1,p14606_15to80ms,14606,0.015336195006966591
13147,1095,1,p14606_15to80ms,14606,0.027839770540595055
13148,1095,1,p14606_15to80ms,14606,0.040886979550123215
13149,1095,1,p14606_15to80ms,14606,0.05339055880904198
13150,1095,1,p14606_15to80ms,14606,0.06643776595592499
13151,1095,1,p14606_15to80ms,14606,0.0794849768280983
13152,1096,0,p11419_20to160ms,11419,0.020228898152709007
13153,1096,0,p11419_20to160ms,11419,0.050672389566898346
13154,1096,0,p11419_20to160ms,11419,0.08002861589193344
13155,1096,0,p11419_20to160ms,11419,0.10286123305559158
13156,1096,0,p11419_20to160ms,11419,0.12732474505901337
13157,1096,0,p11419_20to160ms,11419,0.1583118736743927
13158,1096,1,p14606_15to80ms,14606,0.015336195006966591
13159,1096,1,p14606_15to80ms,14606,0.027839770540595055
13160,1096,1,p14606_15to80ms,14606,0.040886979550123215
13161,1096,1,p14606_15to80ms,14606,0.05339055880904198
13162,1096,1,p14606_15to80ms,14606,0.06643776595592499
13163,1096,1,p14606_15to80ms,14606,0.0794849768280983
13164,1097,0,p11419_20to160ms,11419,0.020228898152709007
13165,1097,0,p11419_20to160ms,11419,0.050672389566898346
13166,1097,0,p11419_20to160ms,11419,0.08002861589193344
13167,1097,0,p11419_20to160ms,11419,0.10286123305559158
13168,1097,0,p11419_20to160ms,11419,0.12732474505901337
13169,1097,0,p11419_20to160ms,11419,0.1583118736743927
13170,1097,1,p14606_15to80ms,14606,0.015336195006966591
13171,1097,1,p14606_15to80ms,14606,0.027839770540595055
13172,1097,1,p14606_15to80ms,14606,0.040886979550123215
13173,1097,1,p14606_15to80ms,14606,0.05339055880904198
13174,1097,1,p14606_15to80ms,14606,0.06643776595592499
13175,1097,1,p14606_15to80ms,14606,0.0794849768280983
13176,1098,0,p11419_20to160ms,11419,0.020228898152709007
13177,1098,0,p11419_20to160ms,11419,0.050672389566898346
13178,1098,0,p11419_20to160ms,11419,0.08002861589193344
13179,1098,0,p11419_20to160ms,11419,0.10286123305559158
13180,1098,0,p11419_20to160ms,11419,0.12732474505901337
13181,1098,0,p11419_20to160ms,11419,0.1583118736743927
13182,1098,1,p14606_15to80ms,14606,0.015336195006966591
13183,1098,1,p14606_15to80ms,14606,0.027839770540595055
13184,1098,1,p14606_15to80ms,14606,0.040886979550123215
13185,1098,1,p14606_15to80ms,14606,0.05339055880904198
13186,1098,1,p14606_15to80ms,14606,0.06643776595592499
13187,1098,1,p14606_15to80ms,14606,0.0794849768280983
13188,1099,0,p11419_20to160ms,11419,0.020228898152709007
13189,1099,0,p11419_20to160ms,11419,0.050672389566898346
13190,1099,0,p11419_20to160ms,11419,0.08002861589193344
13191,1099,0,p11419_20to160ms,11419,0.10286123305559158
13192,1099,0,p11419_20to160ms,11419,0.12732474505901337
13193,1099,0,p11419_20to160ms,11419,0.1583118736743927
13194,1099,1,p14606_15to80ms,14606,0.015336195006966591
13195,1099,1,p14606_15to80ms,14606,0.027839770540595055
13196,1099,1,p14606_15to80ms,14606,0.040886979550123215
13197,1099,1,p14606_15to80ms,14606,0.05339055880904198
13198,1099,1,p14606_15to80ms,14606,0.06643776595592499
13199,1099,1,p14606_15to80ms,14606,0.0794849768280983
13200,1100,0,p11419_20to160ms,11419,0.020228898152709007
13201,1100,0,p11419_20to160ms,11419,0.050672389566898346
13202,1100,0,p11419_20to160ms,11419,0.08002861589193344
13203,1100,0,p11419_20to160ms,11419,0.10286123305559158
13204,1100,0,p11419_20to160ms,11419,0.12732474505901337
13205,1100,0,p11419_20to160ms,11419,0.1583118736743927
13206,1100,1,p14606_15to80ms,14606,0.015336195006966591
13207,1100,1,p14606_15to80ms,14606,0.027839770540595055
13208,1100,1,p14606_15to80ms,14606,0.040886979550123215
13209,1100,1,p14606_15to80ms,14606,0.05339055880904198
13210,1100,1,p14606_15to80ms,14606,0.06643776595592499
13211,1100,1,p14606_15to80ms,14606,0.0794849768280983
13212,1101,0,p11419_20to160ms,11419,0.020228898152709007
13213,1101,0,p11419_20to160ms,11419,0.050672389566898346
13214,1101,0,p11419_20to160ms,11419,0.08002861589193344
13215,1101,0,p11419_20to160ms,11419,0.10286123305559158
13216,1101,0,p11419_20to160ms,11419,0.12732474505901337
13217,1101,0,p11419_20to160ms,11419,0.1583118736743927
13218,1101,1,p14606_15to80ms,14606,0.015336195006966591
13219,1101,1,p14606_15to80ms,14606,0.027839770540595055
13220,1101,1,p14606_15to80ms,14606,0.040886979550123215
13221,1101,1,p14606_15to80ms,14606,0.05339055880904198
13222,1101,1,p14606_15to80ms,14606,0.06643776595592499
13223,1101,1,p14606_15to80ms,14606,0.0794849768280983
13224,1102,0,p11419_20to160ms,11419,0.020228898152709007
13225,1102,0,p11419_20to160ms,11419,0.050672389566898346
13226,1102,0,p11419_20to160ms,11419,0.08002861589193344
13227,1102,0,p11419_20to160ms,11419,0.10286123305559158
13228,1102,0,p11419_20to160ms,11419,0.12732474505901337
13229,1102,0,p11419_20to160ms,11419,0.1583118736743927
13230,1102,1,p14606_15to80ms,14606,0.015336195006966591
13231,1102,1,p14606_15to80ms,14606,0.027839770540595055
13232,1102,1,p14606_15to80ms,14606,0.040886979550123215
13233,1102,1,p14606_15to80ms,14606,0.05339055880904198
13234,1102,1,p14606_15to80ms,14606,0.06643776595592499
13235,1102,1,p14606_15to80ms,14606,0.0794849768280983
13236,1103,0,p11419_20to160ms,11419,0.020228898152709007
13237,1103,0,p11419_20to160ms,11419,0.050672389566898346
13238,1103,0,p11419_20to160ms,11419,0.08002861589193344
13239,1103,0,p11419_20to160ms,11419,0.10286123305559158
13240,1103,0,p11419_20to160ms,11419,0.12732474505901337
13241,1103,0,p11419_20to160ms,11419,0.1583118736743927
13242,1103,1,p14606_15to80ms,14606,0.015336195006966591
13243,1103,1,p14606_15to80ms,14606,0.027839770540595055
13244,1103,1,p14606_15to80ms,14606,0.040886979550123215
13245,1103,1,p14606_15to80ms,14606,0.05339055880904198
13246,1103,1,p14606_15to80ms,14606,0.06643776595592499
13247,1103,1,p14606_15to80ms,14606,0.0794849768280983
13248,1104,0,p11419_20to160ms,11419,0.020228898152709007
13249,1104,0,p11419_20to160ms,11419,0.050672389566898346
13250,1104,0,p11419_20to160ms,11419,0.08002861589193344
13251,1104,0,p11419_20to160ms,11419,0.10286123305559158
13252,1104,0,p11419_20to160ms,11419,0.12732474505901337
13253,1104,0,p11419_20to160ms,11419,0.1583118736743927
13254,1104,1,p14606_15to80ms,14606,0.015336195006966591
13255,1104,1,p14606_15to80ms,14606,0.027839770540595055
13256,1104,1,p14606_15to80ms,14606,0.040886979550123215
13257,1104,1,p14606_15to80ms,14606,0.05339055880904198
13258,1104,1,p14606_15to80ms,14606,0.06643776595592499
13259,1104,1,p14606_15to80ms,14606,0.0794849768280983
13260,1105,0,p11419_20to160ms,11419,0.020228898152709007
13261,1105,0,p11419_20to160ms,11419,0.050672389566898346
13262,1105,0,p11419_20to160ms,11419,0.08002861589193344
13263,1105,0,p11419_20to160ms,11419,0.10286123305559158
13264,1105,0,p11419_20to160ms,11419,0.12732474505901337
13265,1105,0,p11419_20to160ms,11419,0.1583118736743927
13266,1105,1,p14606_15to80ms,14606,0.015336195006966591
13267,1105,1,p14606_15to80ms,14606,0.027839770540595055
13268,1105,1,p14606_15to80ms,14606,0.040886979550123215
13269,1105,1,p14606_15to80ms,14606,0.05339055880904198
13270,1105,1,p14606_15to80ms,14606,0.06643776595592499
13271,1105,1,p14606_15to80ms,14606,0.0794849768280983
13272,1106,0,p11419_20to160ms,11419,0.020228898152709007
13273,1106,0,p11419_20to160ms,11419,0.050672389566898346
